Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20200207.How rainbows with NO COLOR are possible.qJuhi6zn1ZY.en.txt,1,1530,69.55,52.88,58.48,61.72,1530.00,19.22,82.94,52.61,12.09,4.71,2.03,0.65,1.37,0.00,0.65,7.39,8.30,14.18,7.52,7.06,8.69,0.92,14.90,6.14,3.27,2.68,1.96,2.81,3.07,2.48,0.59,0.13,0.00,0.07,5.42,0.07,0.13,0.20,0.07,11.05,1.37,1.83,0.78,2.94,1.37,3.79,6.47,5.95,0.20,0.20,1.44,0.13,0.00,0.00,1.11,5.10,1.18,0.39,2.16,1.70,0.00,2.88,10.00,1.24,15.88,2.75,9.61,4.05,0.72,0.39,0.13,0.00,0.00,0.00,1.11,0.00,0.46,0.46,0.13,0.00,3.20,0.00,0.07,0.13,0.00,0.00,0.00,0.07,0.00,2.68,0.00,0.26
20200729.38 People on this Flight Got Sick. Why - The Science of Ventilation.NUCru4p15-4.en.txt,1,2594,69.42,74.90,53.15,50.99,1297.00,19.74,83.27,51.81,11.41,5.78,1.04,1.16,2.81,0.15,0.62,5.63,8.21,13.84,8.52,7.02,8.25,0.69,15.00,5.01,3.16,1.93,2.62,2.51,2.81,2.08,0.73,0.12,0.08,0.12,7.25,0.00,0.15,0.27,0.04,10.64,2.47,1.89,1.12,2.51,1.31,2.74,1.50,0.46,0.35,0.58,3.82,0.81,2.93,0.08,0.08,5.24,1.54,0.62,1.66,1.12,0.58,2.70,10.72,1.62,16.50,2.58,9.91,4.39,3.01,0.89,0.50,0.27,0.04,0.04,0.85,0.04,0.19,0.08,0.39,0.00,3.05,0.04,0.00,0.08,0.00,0.00,0.00,0.12,0.00,2.74,0.00,0.08
20170830.5 LIFE HACKS BASED ON SCIENCE.buVUvnM_AzU.en.txt,1,1038,56.14,70.53,69.07,39.55,1038.00,16.38,86.13,54.34,15.32,9.44,3.37,0.19,4.72,0.00,1.16,5.88,7.71,13.20,8.19,6.45,8.48,1.25,15.90,3.47,2.02,1.35,1.16,2.12,3.66,2.22,1.45,0.10,0.67,0.48,9.34,0.00,0.39,0.10,0.39,12.91,2.70,3.28,0.77,2.99,0.67,4.24,5.20,2.22,0.67,1.64,2.12,0.29,0.96,0.00,0.87,5.01,0.67,1.16,1.45,1.54,0.39,2.12,11.37,1.35,14.45,3.85,7.80,2.99,2.02,1.25,0.48,0.39,0.00,0.00,1.35,0.00,0.67,0.29,0.39,0.00,4.24,0.00,0.00,0.19,0.00,0.00,0.00,0.39,0.00,3.28,0.00,0.39
20150714.New Horizons first probe to reach pluto!.pWoUlzQvrxw.en.txt,1,956,76.41,68.84,65.10,47.01,956.00,14.85,78.14,49.48,10.56,4.18,0.42,2.72,0.73,0.00,0.31,6.38,8.89,13.08,8.37,6.49,6.49,0.94,14.33,6.07,3.24,1.78,4.71,3.24,1.99,1.57,0.42,0.10,0.00,0.10,5.33,0.00,0.21,0.00,0.10,9.62,1.67,1.88,0.94,2.41,1.88,2.41,3.24,3.03,0.10,0.10,0.73,0.52,0.00,0.00,0.21,7.43,2.93,1.26,1.15,2.09,0.10,3.87,8.58,1.78,19.77,3.14,8.79,7.95,0.52,0.42,0.00,0.00,0.10,0.00,0.73,0.10,0.10,0.10,0.42,0.00,4.18,0.00,0.10,0.21,0.00,0.00,0.00,0.21,0.00,3.66,0.00,0.00
20161201.Impossbile Zero G Skyscraper.ksmRZozo3jQ.en.txt,1,1307,69.01,78.02,77.22,37.97,1307.00,17.44,86.07,56.16,13.70,6.81,0.61,1.22,4.67,0.15,0.15,6.81,8.88,15.84,8.88,7.04,8.03,1.07,15.38,5.51,4.36,1.68,4.21,1.45,2.52,1.61,0.92,0.00,0.08,0.00,7.65,0.00,0.08,0.08,0.15,13.16,2.75,2.52,2.52,2.60,0.69,4.13,2.37,1.38,0.15,0.92,0.38,0.15,0.23,0.00,0.00,6.20,1.45,0.84,3.44,0.77,0.15,1.15,10.48,1.22,20.66,4.44,12.85,3.52,0.92,0.54,0.15,0.38,0.00,0.00,0.61,0.00,0.08,0.23,0.31,0.00,4.82,0.00,0.00,0.15,0.00,0.00,0.00,0.46,0.00,3.67,0.00,0.54
20180531.Why this trick should be IMPOSSIBLE ft. Rodney Mullen - Skateboarding Science.yFRPhi0jhGc.en.txt,1,13,65.46,77.92,1.00,99.00,13.00,23.08,84.62,15.38,7.69,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,15.38,15.38,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.15,0.00,46.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,38.46,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,107.69,0.00,0.00,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.31
20181012.How Fluid Can Climb Upward! SLIME EXPERIMENT.Z99bsizp4bY.en.txt,1,1038,52.88,65.01,28.18,58.58,1038.00,13.39,83.72,54.91,17.63,6.26,2.02,0.87,2.99,0.00,0.39,11.37,8.09,13.29,8.38,5.49,8.86,0.96,17.53,3.76,3.08,2.12,1.06,2.70,3.08,2.41,0.67,0.29,0.39,0.00,7.61,0.00,0.29,0.29,0.00,12.62,1.35,2.79,2.50,3.66,1.45,4.43,3.08,1.73,0.39,0.96,1.73,0.29,0.00,0.00,1.35,5.49,1.64,1.54,1.45,1.06,0.00,2.02,12.81,1.54,12.24,4.05,6.36,2.12,1.73,0.96,0.48,0.29,0.00,0.00,1.25,0.19,0.48,0.29,0.00,0.00,5.59,0.00,0.00,0.19,0.00,0.00,0.00,0.77,0.00,4.14,0.00,0.48
20120310.Amusing Surface Tension Experiment.2F64qh9qPAI.en.txt,1,276,90.13,52.90,59.64,25.77,276.00,18.48,85.14,55.07,10.51,6.52,3.26,0.00,1.09,0.00,2.17,3.99,11.23,16.30,6.88,3.99,7.25,1.81,11.96,5.43,4.35,0.72,0.72,1.81,5.07,2.54,2.54,0.72,0.72,0.36,6.88,0.00,1.09,0.00,0.00,10.51,0.36,5.07,0.72,0.72,1.81,2.17,3.62,0.72,1.09,1.81,2.90,0.36,0.00,0.00,2.54,6.52,1.45,1.09,2.90,0.72,0.72,0.36,8.70,1.45,17.39,2.17,9.78,5.80,1.45,0.00,0.72,0.00,0.00,0.36,0.72,0.00,0.00,0.72,0.00,0.00,2.90,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00
20201015.Circular Motion - Physics 101 _ AP Physics 1 Review with Dianna Cowern.cpy4V2Bk0jc.en.txt,1,4956,60.32,69.59,62.44,43.01,1239.00,13.68,84.06,55.29,14.87,7.55,2.34,1.96,2.87,0.14,0.24,7.32,9.56,12.67,8.41,6.07,9.04,1.13,17.15,3.73,2.36,1.55,1.80,2.14,2.20,1.57,0.63,0.14,0.04,0.06,6.82,0.04,0.02,0.12,0.08,11.40,2.04,3.01,2.16,2.80,0.97,3.05,2.64,1.59,0.42,0.59,0.40,0.14,0.10,0.00,0.14,7.55,2.18,0.73,3.27,1.27,0.34,2.78,11.97,2.24,17.78,4.42,9.91,3.77,1.65,0.75,0.08,0.42,0.00,0.02,1.43,0.00,0.87,0.40,0.14,0.00,4.48,0.06,0.00,0.04,0.00,0.00,0.00,0.14,0.00,4.16,0.00,0.08
20200121.This thing is -270°C and is EVERYWHERE.rut6fr28TlE.en.txt,1,1818,64.69,68.18,56.64,54.77,1818.00,18.26,84.27,55.78,13.04,4.84,0.55,2.15,1.16,0.00,0.99,8.20,9.68,13.04,9.57,7.32,7.59,0.88,15.18,5.06,2.42,2.31,1.60,2.42,2.64,2.09,0.55,0.17,0.00,0.00,6.11,0.00,0.00,0.11,0.00,11.94,2.70,2.26,1.54,2.53,1.65,3.14,4.13,2.59,0.72,0.77,0.44,0.17,0.11,0.00,0.11,5.94,2.53,1.05,1.49,1.21,0.11,4.68,9.85,0.83,17.16,1.49,10.51,5.28,0.88,0.88,0.88,0.11,0.00,0.00,0.83,0.11,0.11,0.28,0.22,0.00,2.75,0.00,0.17,0.11,0.00,0.00,0.00,0.11,0.00,2.26,0.00,0.11
20171227.SLOW MOTION SCIENCE!  Ferrofluid dropping on magnet.04v4qWVtdPs.en.txt,1,1405,67.87,66.54,47.60,75.88,1405.00,17.51,85.27,54.59,15.16,7.90,3.06,1.28,3.13,0.07,0.36,7.26,9.61,13.24,8.33,5.34,7.33,1.14,16.73,5.27,3.27,1.64,0.57,1.64,4.41,3.56,0.85,0.14,0.00,0.00,7.76,0.43,0.36,0.50,0.36,11.67,1.92,2.85,1.92,2.14,0.64,3.70,2.99,2.06,0.50,0.28,1.14,0.43,0.28,0.00,0.36,6.33,1.92,0.71,2.78,1.28,0.07,2.92,10.82,0.93,13.95,2.99,8.26,3.20,1.92,1.78,0.28,0.14,0.00,0.07,1.64,0.00,0.28,1.00,0.14,0.14,4.41,0.00,0.00,0.14,0.00,0.00,0.00,0.36,0.00,3.49,0.00,0.43
20170405.Oxygen is MAGNETIC!.pB-qAwkgfFQ.en.txt,1,1026,56.07,65.90,39.45,81.85,1026.00,17.84,79.34,53.31,14.62,7.89,2.53,1.27,3.02,0.00,1.07,6.73,6.82,13.55,8.87,7.99,6.24,1.46,14.81,4.58,1.75,2.14,1.17,2.73,4.68,3.90,0.78,0.39,0.00,0.10,7.21,0.00,0.10,0.19,0.19,10.62,1.85,2.73,1.07,2.24,1.17,3.31,2.73,1.27,0.29,0.97,1.17,0.49,0.19,0.00,0.49,5.56,1.66,0.97,2.24,0.78,0.10,2.53,11.60,1.46,12.77,1.75,7.70,3.90,1.27,1.17,0.00,0.00,0.00,0.00,1.75,0.10,0.10,1.17,0.49,0.00,4.29,0.00,0.00,0.19,0.00,0.00,0.00,0.10,0.00,3.61,0.00,0.39
20191004.World’s Largest Camera Lens.33UMkPe93Ko.en.txt,1,1759,65.26,72.84,26.78,71.64,1759.00,15.58,84.82,56.00,13.53,6.42,1.31,1.82,2.50,0.00,0.80,7.11,9.44,13.47,10.12,6.37,7.16,1.19,18.25,4.49,2.44,1.71,1.71,3.18,3.13,2.79,0.34,0.06,0.06,0.11,7.28,0.00,0.06,0.06,0.06,10.97,1.19,1.88,1.36,2.50,2.27,3.01,5.34,4.60,0.40,0.23,0.57,0.51,0.00,0.00,0.06,6.20,1.99,0.97,1.48,1.99,0.28,3.24,12.56,1.99,13.13,1.59,7.56,4.04,1.19,0.74,0.40,0.11,0.00,0.06,1.19,0.00,0.28,0.45,0.34,0.00,4.09,0.00,0.00,0.11,0.00,0.00,0.00,0.40,0.00,3.35,0.00,0.23
20141217.Fun with Vortex Rings in the Pool.72LWr7BU8Ao.en.txt,1,581,72.12,43.16,54.56,83.78,581.00,11.70,88.98,56.28,14.29,7.40,3.61,0.86,1.20,0.00,1.72,6.88,11.88,13.08,8.61,6.20,7.06,1.55,18.07,6.71,4.13,1.38,2.07,2.58,4.99,4.13,0.86,0.34,0.34,0.00,4.99,0.00,0.00,0.00,0.00,11.70,2.07,1.38,1.38,3.96,0.86,3.61,6.02,5.34,0.34,0.34,0.86,0.17,0.00,0.00,0.69,4.30,1.20,1.72,1.03,1.20,0.00,2.58,12.74,1.72,13.77,3.27,8.09,3.27,0.17,2.07,0.00,0.00,0.00,1.20,1.20,0.00,0.34,0.52,0.34,0.00,4.65,0.00,0.00,0.34,0.00,0.00,0.00,0.17,0.00,4.13,0.00,0.00
20201219.Rotation and Torque - Physics 101 _ AP Physics 1 Review with Dianna Cowern.D3_0vHJVHHo.en.txt,1,4142,54.38,58.50,72.58,35.47,4142.00,14.92,83.34,54.08,15.09,8.04,3.43,2.32,1.71,0.17,0.41,7.03,7.80,12.96,8.38,7.51,8.40,0.80,15.69,3.40,1.98,1.93,4.23,1.55,2.70,1.62,1.06,0.12,0.43,0.02,5.82,0.05,0.07,0.19,0.00,11.85,2.54,3.24,1.86,2.22,1.01,3.07,1.33,0.46,0.14,0.68,0.94,0.39,0.02,0.41,0.12,7.29,2.58,0.89,2.85,0.89,0.29,1.21,12.96,1.28,17.60,4.23,9.66,3.98,1.67,0.31,0.29,0.02,0.02,0.00,1.30,0.41,0.48,0.22,0.14,0.00,4.47,0.00,0.00,0.05,0.00,0.00,0.00,0.31,0.00,4.01,0.00,0.10
20170802.Can you guess this note Perfect Pitch and Physics.-65FMJTKGLs.en.txt,1,1314,44.45,50.30,63.43,74.02,1314.00,15.07,87.67,55.78,18.65,8.98,4.72,0.53,2.51,0.61,0.61,9.67,6.70,12.86,10.27,5.40,7.00,1.14,16.36,6.32,4.19,1.90,0.68,1.98,5.18,3.88,1.29,0.53,0.15,0.46,7.53,0.15,0.15,0.68,0.15,16.06,3.65,1.60,1.07,3.35,3.04,4.64,5.10,1.37,2.82,0.68,0.76,0.30,0.30,0.00,0.15,6.54,1.07,1.45,2.28,2.05,0.15,3.04,14.00,0.84,11.72,1.37,6.77,3.42,0.91,2.51,0.08,0.00,0.08,0.00,1.45,0.00,0.30,0.53,0.61,0.00,5.33,0.00,0.00,0.15,0.00,0.00,0.00,0.38,0.00,4.49,0.00,0.30
"20210130.Circuits, Voltage, Resistance, Current - Physics 101 _ AP Physics Review with Dianna Cowern.q8X2gcPVwO0.en.txt",1,5205,50.85,58.43,47.05,79.92,5205.00,17.14,83.94,54.93,15.31,7.42,3.07,2.29,1.48,0.00,0.58,7.88,8.20,12.16,8.80,7.11,8.91,0.88,15.75,3.77,3.19,1.69,2.46,2.86,3.75,3.36,0.38,0.08,0.00,0.17,5.71,0.00,0.06,0.02,0.00,12.80,1.88,2.63,2.02,3.86,0.98,3.38,1.65,0.94,0.31,0.37,0.06,0.00,0.02,0.00,0.02,8.82,2.52,2.27,2.67,1.40,0.19,1.63,13.78,2.71,14.24,3.25,6.80,4.46,2.11,0.50,0.04,0.17,0.00,0.02,0.83,0.00,0.27,0.33,0.17,0.04,3.59,0.00,0.00,0.04,0.00,0.00,0.00,0.10,0.00,3.34,0.00,0.12
20150522.Seeing the Smallest Thing in the Universe.6IeeshkVATY.en.txt,1,1017,63.48,72.56,38.03,57.38,1017.00,19.86,82.60,54.38,15.44,6.00,0.59,2.75,1.57,0.00,1.08,9.44,6.59,15.63,9.34,4.72,7.37,1.47,14.95,7.87,6.19,1.77,3.83,1.67,2.46,2.06,0.39,0.00,0.00,0.10,6.39,0.00,0.00,0.00,0.00,11.01,2.06,2.36,1.08,2.95,1.38,2.65,4.82,4.72,0.00,0.10,0.29,0.10,0.10,0.00,0.10,9.14,3.24,2.06,3.15,0.69,0.10,2.56,11.01,0.88,14.95,1.97,10.62,2.75,1.38,0.00,0.00,0.20,0.00,0.00,0.79,0.00,0.00,0.29,0.49,0.00,3.74,0.00,0.10,0.20,0.00,0.00,0.00,0.29,0.00,3.15,0.00,0.00
20170525.SPOOL RIDDLE - Which way will it roll.DkkqhzatasI.en.txt,1,655,41.47,78.64,98.07,74.15,655.00,9.16,93.44,56.49,15.42,9.16,2.60,0.46,4.89,1.22,0.00,5.95,10.38,10.69,9.92,9.47,9.62,0.61,19.39,3.66,3.05,2.29,1.22,1.37,4.43,3.51,0.92,0.00,0.31,0.31,8.70,0.00,0.00,1.37,0.00,9.01,2.29,1.07,1.68,2.60,1.53,2.90,1.83,1.07,0.31,0.46,0.00,0.00,0.00,0.00,0.00,3.82,0.92,0.31,1.07,1.37,0.15,1.83,14.81,3.36,28.55,6.41,16.03,6.87,0.61,0.61,0.00,0.15,0.00,0.00,5.04,0.00,1.07,2.90,1.22,0.00,6.41,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.61
20190621.5 SCARY Physics Experiments!.Wea7Gc-b0EA.en.txt,1,1137,56.29,68.25,49.55,68.91,1137.00,13.90,86.46,54.71,17.15,10.29,4.05,1.41,2.90,1.14,0.79,6.86,6.77,14.07,8.18,6.68,6.42,1.14,16.62,4.22,2.64,1.23,1.32,2.20,4.75,3.52,1.23,0.35,0.09,0.09,8.62,0.00,0.26,1.67,0.26,10.03,1.58,1.93,1.32,2.55,1.14,2.99,5.98,2.46,1.67,1.85,1.50,0.97,0.18,0.00,0.26,5.54,1.76,1.14,1.32,1.14,0.26,2.90,11.08,1.32,14.78,2.90,8.80,3.61,1.85,1.76,0.09,0.09,0.09,0.00,2.46,0.00,0.26,1.50,0.79,0.00,5.80,0.09,0.00,0.18,0.00,0.00,0.00,0.35,0.00,4.22,0.00,0.97
20201029.Gravity and Orbital Mechanics - Physics 101 _ AP Physics 1 Review with Dianna Cowern.IjqKcGK-ccY.en.txt,1,4509,64.92,76.11,57.50,47.51,1503.00,15.81,81.70,54.38,14.46,6.37,0.91,2.91,1.91,0.07,0.58,8.09,8.72,13.99,8.03,6.68,8.23,0.91,14.75,3.95,2.51,1.86,3.44,2.22,1.75,1.46,0.29,0.04,0.04,0.04,7.07,0.00,0.11,0.07,0.07,10.78,2.28,2.22,1.44,1.97,1.18,2.95,2.04,1.42,0.20,0.35,0.22,0.04,0.07,0.00,0.11,7.41,3.19,0.64,2.57,1.00,0.13,2.24,11.22,1.42,17.50,2.75,10.93,4.04,1.51,0.22,0.07,0.09,0.02,0.02,1.06,0.02,0.62,0.20,0.16,0.00,4.08,0.04,0.00,0.04,0.00,0.00,0.00,0.11,0.00,3.88,0.00,0.00
20170328.Can you solve the $20 riddle ft SMBC Comics' Zach Weinersmith.SpaNgbS06kE.en.txt,1,2015,37.24,76.71,28.92,72.26,2015.00,10.52,92.21,58.26,18.01,10.52,3.57,0.20,4.02,1.39,1.34,7.49,8.34,11.32,12.01,5.86,7.59,1.69,21.19,4.37,3.18,1.84,2.53,2.53,4.57,3.52,1.04,0.00,0.30,0.25,12.26,0.00,0.30,0.69,1.09,13.65,3.03,1.24,2.03,3.33,2.13,3.87,4.57,2.58,1.54,0.40,0.50,0.30,0.15,0.00,0.05,4.96,0.65,0.84,1.94,1.44,0.20,2.28,16.53,2.28,10.62,1.74,5.81,3.47,1.14,0.50,0.30,0.60,0.00,0.30,3.62,0.05,0.25,2.68,0.69,0.05,5.96,0.00,0.15,0.10,0.00,0.00,0.00,0.25,0.00,4.96,0.00,0.50
20160614.Exploding soda cans with electromagnets in SLOW MOTION ft Joe Hanson.AXOa66-k9MA.en.txt,1,1182,46.28,80.35,33.50,79.68,1182.00,15.65,84.77,55.16,16.75,7.61,1.78,3.05,1.86,0.42,0.51,9.14,7.28,12.35,10.83,6.18,7.11,1.02,17.94,3.05,1.61,1.95,2.03,1.95,4.48,3.72,0.76,0.00,0.08,0.08,8.97,0.00,0.25,0.25,0.68,9.64,1.69,2.71,1.02,1.69,1.27,2.54,3.21,1.10,1.35,0.68,0.34,0.25,0.08,0.00,0.00,7.19,3.64,0.93,1.44,1.18,0.17,2.45,15.57,1.95,13.87,3.30,7.53,3.21,1.52,1.02,0.00,0.17,0.00,0.00,4.06,0.00,0.76,1.86,1.18,0.34,4.99,0.25,0.00,0.17,0.00,0.00,0.00,0.08,0.00,4.40,0.00,0.08
20190704.This Weird Straw Effect _ EVERYDAY MYSTERIES.Iu_7V2gaYZk.en.txt,1,1015,72.19,59.73,57.71,64.98,1015.00,15.27,85.71,54.98,15.17,6.21,2.36,0.49,2.96,0.30,0.10,8.97,9.85,14.38,7.68,5.81,7.09,1.18,16.35,4.14,3.45,2.07,0.69,2.56,3.74,2.86,0.79,0.39,0.00,0.00,6.01,0.00,0.20,0.20,0.39,12.41,3.15,2.86,1.08,2.96,1.18,3.35,3.15,2.36,0.59,0.10,3.45,0.30,0.39,0.00,3.05,5.81,0.89,1.77,2.27,1.18,0.10,2.96,10.25,0.69,14.68,2.07,10.25,2.66,1.28,1.38,0.10,0.49,0.00,0.10,1.28,0.10,0.00,0.59,0.49,0.00,4.24,0.00,0.00,0.20,0.00,0.00,0.00,0.30,0.00,3.35,0.00,0.39
20160315.Is energy always conserved.GHCc9b2phn0.en.txt,1,1036,64.03,69.56,49.64,92.97,1036.00,20.37,84.85,52.22,12.93,5.31,0.39,1.35,2.12,1.16,0.29,7.63,7.53,13.80,7.92,6.76,8.20,1.45,14.86,4.54,3.19,2.12,1.16,1.83,5.98,5.12,0.87,0.19,0.10,0.29,7.43,0.00,0.00,0.58,0.97,12.93,2.80,2.51,1.74,3.19,1.83,3.86,3.57,2.99,0.19,0.19,1.16,0.19,0.29,0.19,0.39,5.79,1.54,0.97,2.22,0.97,0.19,2.51,11.39,0.68,16.80,2.61,9.65,4.73,3.09,0.58,0.29,0.39,0.00,0.19,0.58,0.10,0.00,0.00,0.48,0.00,3.38,0.00,0.00,0.19,0.00,0.00,0.00,0.48,0.00,2.70,0.00,0.00
20150120.Stacked Ball Drop.2UHS883_P60.en.txt,1,646,91.01,66.21,75.98,83.53,646.00,15.94,87.00,52.01,10.99,4.02,0.31,0.93,2.32,0.00,0.46,6.97,11.15,15.79,4.33,5.42,7.59,0.77,9.44,7.12,4.95,2.63,1.86,3.25,3.87,3.56,0.31,0.00,0.00,0.15,4.95,0.00,0.15,0.00,0.00,8.51,0.77,1.55,0.93,3.72,0.46,2.94,0.93,0.31,0.15,0.46,0.46,0.46,0.00,0.00,0.00,7.59,1.24,2.01,3.56,1.08,0.15,1.39,10.06,1.70,22.14,6.19,11.76,4.64,1.24,5.57,0.15,0.15,0.00,0.00,0.31,0.00,0.00,0.31,0.00,0.00,1.70,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.15
